ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
601377 兴业证券 沪市 主板 2010-10-13 NAN 兴业证券股份有限公司 福建省福州市湖东路268号 证券经纪、投资银行、资产管理、基金管理、证券自营等
601388 怡球资源 沪市 主板 2012-04-23 NAN 怡球金属资源再生(中国)股份有限公司 江苏省太仓市浮桥镇沪浮璜公路88号 通过回收废铝资源
601390 中国中铁 沪市 主板 2007-12-03 NAN 中国中铁股份有限公司 北京市海淀区复兴路69号中国中铁广场A座 基建建设、勘察设计与咨询服务、工程设备和零部件制造、房地产开发以及其他业务。
601398 工商银行 沪市 主板 2006-10-27 NAN 中国工商银行股份有限公司 北京市西城区复兴门内大街55号 商业银行业务。
601500 通用股份 沪市 主板 2016-09-19 NAN 江苏通用科技股份有限公司 江苏省无锡市东港镇创业产业园金港大道 全钢子午胎、斜交胎的研发、生产和销售
601515 东风股份 沪市 主板 2012-02-16 NAN 汕头东风印刷股份有限公司 广东省汕头市潮汕路金园工业城北郊工业区 4A2-2片区
601518 吉林高速 沪市 主板 2010-03-19 NAN 吉林高速公路股份有限公司 吉林省长春市经济开发区浦东路4488号 本公司主营业务为投资、开发、建设和经营管理收费公路
601519 *ST智慧 沪市 主板 2011-01-28 NAN 上海大智慧股份有限公司 上海市浦东新区杨高南路428号1号楼 以互联网为基础向国内外资本市场的参与各方提供及时、全面的金融信息和数据服务。
601555 东吴证券 沪市 主板 2011-12-12 NAN 东吴证券股份有限公司 江苏省苏州市工业园区星阳街5号 证券经纪、投资银行、证券自营、资产管理、基金管理、直接投资等。
601558 *ST锐电 沪市 主板 2011-01-13 NAN 华锐风电科技(集团)股份有限公司 北京市海淀区中关村大街59号文化大厦 主营业务为开发、设计、生产、销售风力发电设备。
601566 九牧王 沪市 主板 2011-05-30 NAN 九牧王股份有限公司 福建省厦门市思明区宜兰路1号 公司是中国领先的商务休闲男装品牌企业
601567 三星医疗 沪市 主板 2011-06-15 NAN 宁波三星医疗电气股份有限公司 浙江省宁波市鄞州工业园区(宁波市鄞州区姜山镇) 电能计量及信息采集产品、配电设备的研发、生产和销售。
601579 会稽山 沪市 主板 2014-08-25 NAN 会稽山绍兴酒股份有限公司 浙江省绍兴市柯桥区鉴湖路1053号 绍兴黄酒、黄酒的生产、销售和研发。
601588 北辰实业 沪市 主板 2006-10-16 NAN 北京北辰实业股份有限公司 北京市朝阳区北辰东路8号汇欣大厦A座707 发展物业、投资物业(含酒店)和商业物业。
601595 上海电影 沪市 主板 2016-08-17 NAN 上海电影股份有限公司 上海市徐汇区漕溪北路595号C座 电影发行及放映业务
601599 鹿港文化 沪市 主板 2011-05-27 NAN 江苏鹿港文化股份有限公司 江苏省张家港市塘桥镇鹿苑工业区 各类针织毛纺纱线以及高档精纺呢绒面料生产与销售。
601600 中国铝业 沪市 主板 2007-04-30 NAN 中国铝业股份有限公司 北京市海淀区西直门北大街62号 铝土矿的开采
601601 中国太保 沪市 主板 2007-12-25 NAN 中国太平洋保险(集团)股份有限公司 上海市浦东新区银城中路190号交银金融大厦南楼 本公司属于综合性保险集团公司
601607 上海医药 沪市 主板 2010-03-05 NAN 上海医药集团股份有限公司 上海市太仓路200号上海医药大厦 化学原料药、化学药制剂、抗生素、生化药品、生物制品中成药、医疗器械、制药设备、化学危险物品等的生产、销售及进出口业务。
601608 中信重工 沪市 主板 2012-07-06 NAN 中信重工机械股份有限公司 河南省洛阳市涧西区建设路206号 公司主要从事建材、矿山、冶金、电力以及节能环保等行业的大型设备、大型成套技术装备及大型铸锻件的开发、研制及销售
601611 中国核建 沪市 主板 2016-06-06 NAN 中国核工业建设股份有限公司 北京市西城区车公庄大街12号 军工工程、核电工程及工业与民用工程的建设业务
601616 广电电气 沪市 主板 2011-02-01 NAN 上海广电电气(集团)股份有限公司 上海市奉贤区南桥镇环城东路123弄1号 公司是以高低压成套设备及元器件产品的生产和销售为主营业务的公司
601618 中国中冶 沪市 主板 2009-09-21 NAN 中国冶金科工股份有限公司 北京市朝阳区曙光西里28号中冶大厦 工程承包、资源开发、装备制造、房地产开发及其他业务。
601628 中国人寿 沪市 主板 2007-01-09 NAN 中国人寿保险股份有限公司 北京市西城区金融大街16号 提供人寿保险及年金产品。
601633 长城汽车 沪市 主板 2011-09-28 NAN 长城汽车股份有限公司 河北省保定市朝阳南大街2266号 生产和销售汽车及汽车零部件。
601636 旗滨集团 沪市 主板 2011-08-12 NAN 株洲旗滨集团股份有限公司 福建省漳州市东山县康美镇城?路 玻璃及制品生产、销售
601666 平煤股份 沪市 主板 2006-11-23 NAN 平顶山天安煤业股份有限公司 河南省平顶山市矿工中路21号 煤炭的生产、洗选加工及销售。
601668 中国建筑 沪市 主板 2009-07-29 NAN 中国建筑股份有限公司 北京市海淀区三里河路15号 房屋建筑工程、房地产开发与投资、国际工程承包、基础设施建设与投资以及设计勘察等。
601669 中国电建 沪市 主板 2011-10-18 NAN 中国电力建设股份有限公司 北京市海淀区车公庄西路22号 工程承包、电力投资与运营、设备制造与租赁、房地产开发。
601677 明泰铝业 沪市 主板 2011-09-19 NAN 河南明泰铝业股份有限公司 河南省巩义市回郭镇开发区 铝板带箔产品的生产和销售。
601678 滨化股份 沪市 主板 2010-02-23 NAN 滨化集团股份有限公司 山东省滨州市黄河五路869号 有机、无机化工产品的生产、加工与销售。
601688 华泰证券 沪市 主板 2010-02-26 NAN 华泰证券股份有限公司 江苏省南京市江东中路228号 证券经纪、投资银行、资产管理、基金管理、证券自营、证券投资管理、直接投资等
601689 拓普集团 沪市 主板 2015-03-19 NAN 宁波拓普集团股份有限公司 浙江省宁波市北仑区黄山西路215号 汽车用特种橡胶配件、粘性连轴器(汽车四轮驱动用)、工程塑料、隔音件、内饰件、密封件(国家限制的除外)的生产；电动助力转向系统、盘式制动器、高强度紧固件制造；汽车减震器、锻造件、橡胶塑料制品、车用模具、五金工具、电子电器、机械设备及备件的生产、研发、测试(限制外商投资项目除外)；汽车模具、摩托车模具(含冲模、注塑模、模压模等)、夹具(焊接夹具、检验夹具等)设计、制造；汽配、塑料制品、橡塑制品、机械设备、五金工具、电子电器的批发；自营和代理各类货物和技术的进出口。(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
601699 潞安环能 沪市 主板 2006-09-22 NAN 山西潞安环保能源开发股份有限公司 山西省长治市襄垣县侯堡镇 原煤开采、煤炭洗选、煤焦冶炼
601700 风范股份 沪市 主板 2011-01-18 NAN 常熟风范电力设备股份有限公司 江苏省常熟市尚湖镇工业集中区西区人民南路8号 从事输电线路铁塔和复合材料绝缘杆塔的研发、设计、生产和销售
601717 郑煤机 沪市 主板 2010-08-03 NAN 郑州煤矿机械集团股份有限公司 河南省郑州市经济技术开发区第九大街167号 煤炭综合采掘设备之一??综采液压支架及其零部件的生产、销售和服务。
601718 际华集团 沪市 主板 2010-08-16 NAN 际华集团股份有限公司 北京市朝阳区东三环中路7号财富中心写字楼A座27层 职业装、职业鞋靴、防护装具、纺织印染、皮革皮鞋等
601727 上海电气 沪市 主板 2008-12-05 NAN 上海电气集团股份有限公司 上海市徐汇区钦江路212号 有限公司设立时经营范围为电站及输配电
601766 中国中车 沪市 主板 2008-08-18 NAN 中国中车股份有限公司 北京市海淀区西四环中路16号 公司主要从事铁路机车、客车、动车组、城轨地铁车辆及重要零部件的研发、制造、销售、修理和租赁。
601777 力帆股份 沪市 主板 2010-11-25 NAN 力帆实业(集团)股份有限公司 重庆市北碚区蔡家岗镇凤栖路16号 主要从事摩托车、汽车、通用汽油机的研发、生产和销售
601788 光大证券 沪市 主板 2009-08-18 NAN 光大证券股份有限公司 上海市静安区新闸路1508号 主要从事证券经纪业务、投资银行业务、证券投资业务及资产管理业务等四大业务。
601789 宁波建工 沪市 主板 2011-08-16 NAN 宁波建工股份有限公司 浙江省宁波市江东区宁穿路538号 本公司以建筑施工和建筑装饰装潢为核心
601798 蓝科高新 沪市 主板 2011-06-22 NAN 甘肃蓝科石化高新装备股份有限公司 甘肃省兰州市安宁区蓝科路8号 石油、石化专用设备的研发、设计、生产、安装、技术服务以及石油、石化设备的质量性能检验检测服务等。
601799 星宇股份 沪市 主板 2011-02-01 NAN 常州星宇车灯股份有限公司 江苏省常州市新北区秦岭路182号 主要从事汽车(主要是乘用车)灯具的研发、设计、制造和销售
601800 中国交建 沪市 主板 2012-03-09 NAN 中国交通建设股份有限公司 北京市西城区德胜门外大街85号 从事基建建设、基建设计、疏浚及港口机械制造业务。
601801 皖新传媒 沪市 主板 2010-01-18 NAN 安徽新华传媒股份有限公司 安徽省合肥市包河区北京路8号 出版物的批发、零售;文体用品零售;音像出版;广告传媒。
601808 中海油服 沪市 主板 2007-09-28 NAN 中海油田服务股份有限公司 北京市东城区东直门外小街6号海油大厦9楼902室 公司业务涉及石油及天然气勘探、开发及生产的各个阶段
601811 新华文轩 沪市 主板 2016-08-08 NAN 新华文轩出版传媒股份有限公司 四川省成都市金牛区蓉北商贸大道文轩路6号 本公司是集出版物生产、加工、销售和多元文化产业发展于一体的文化产业经营实体
601818 光大银行 沪市 主板 2010-08-18 NAN 中国光大银行股份有限公司 北京市西城区太平桥大街25号、甲25号中国光大中心 商业银行业务。
601857 中国石油 沪市 主板 2007-11-05 NAN 中国石油天然气股份有限公司 北京市东城区东直门北大街9号 原油和天然气的勘探、开发和生产;原油和石油气产品的炼制、运输、储存和营销;化工产品的生产和销售;天然气的输送、经营和销售。
601858 中国科传 沪市 主板 2017-01-18 NAN 中国科技出版传媒股份有限公司 北京市东城区东黄城根北街16号 本公司的主要业务包括图书出版业务、期刊业务及出版物进口业务。
601866 中远海发 沪市 主板 2007-12-12 NAN 中远海运发展股份有限公司 上海市浦东新区民生路628号航运科研大厦 主要从事国际及国内集装箱航海运输的管运和管理。
601872 招商轮船 沪市 主板 2006-12-01 NAN 招商局能源运输股份有限公司 上海市中山东一路9号三楼(外滩9号楼) 从事油轮、散货船及投资液化天然气船运输业务以及相应的船舶公司的管理和投资控股业务。
601877 正泰电器 沪市 主板 2010-01-21 NAN 浙江正泰电器股份有限公司 浙江省乐清市北白象镇正泰工业园区正泰路1号 低压电器研发、制造、销售。
601880 大连港 沪市 主板 2010-12-06 NAN 大连港股份有限公司 辽宁省大连市国际物流园区金港路新港商务大厦 油品/液体化工品码头及相关物流业务、集装箱码头及相关物流业务、汽车码头及相关物流业务、矿石码头及相关物流业务、杂货码头及相关物流业务、散粮码头及相关物流业务、客运滚装码头及相关物流业务、港口增值及支持业务等。
