ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
300002 神州泰岳 深市 创业板 2009-10-30 NAN 北京神州泰岳软件股份有限公司 北京市朝阳区北苑路甲13号院1号楼22层 向国内电信、金融、能源等行业的大中型企业和政府部门提供IT运维管理的整体解决方案
300003 乐普医疗 深市 创业板 2009-10-30 NAN 乐普(北京)医疗器械股份有限公司 北京市昌平区超前路37号 冠状动脉介入医疗器械的研发、生产和销售
300004 南风股份 深市 创业板 2009-10-30 NAN 南方风机股份有限公司 广东省佛山市南海区小塘三环西路(狮南段)31号 通风与空气处理系统设计和产品开发、制造与销售。
300005 探路者 深市 创业板 2009-10-30 NAN 探路者控股集团股份有限公司 北京市海淀区知春路6号锦秋国际大厦A座21层 “探路者”品牌户外用品的研发设计、组织外包生产、销售。
300006 莱美药业 深市 创业板 2009-10-30 NAN 重庆莱美药业股份有限公司 重庆市北部新区杨柳路2号综合研发楼B塔楼15层 抗感染药和特色专科用药(抗肿瘤药、肠外营养药等)
300007 汉威电子 深市 创业板 2009-10-30 NAN 河南汉威电子股份有限公司 河南省郑州市高新技术开发区雪松路169号 气体传感器、气体检测仪器仪表的研发、生产、销售及自营产品出口
300008 天海防务 深市 创业板 2009-10-30 NAN 天海融合防务装备技术股份有限公司 上海市松江区莘砖公路518号10号楼 船舶与海洋工程设计业务、船舶工程总承包EPC业务、工程监理、游艇业务、天然气销售及配套业务。
300009 安科生物 深市 创业板 2009-10-30 NAN 安徽安科生物工程(集团)股份有限公司 安徽省合肥市长江西路669号高新区海关路K-1 生物制品的研究、开发、生产和销售
300010 立思辰 深市 创业板 2009-10-30 NAN 北京立思辰科技股份有限公司 北京市海淀区学清路8号科技财富中心B座3A层 教育与信息安全。教育业务分为服务大学生的在线职业教育平台、K12领域的学科应用产品、以及区域教育资源公共服务平台、区域教育管理公共服务平台、教育评测、综合素质评价等产品;信息安全业务为客户提供全生命周期安全管控系列产品、国产化平台整体解决方案、工控安全产品等产品及解决方案。
300011 鼎汉技术 深市 创业板 2009-10-30 NAN 北京鼎汉技术股份有限公司 北京市丰台区南四环西路188号总部基地18区2号楼 为轨道交通电源系统的销售及提供其他配套产品和技术服务。
300012 华测检测 深市 创业板 2009-10-30 NAN 华测检测认证集团股份有限公司 广东省深圳市宝安区西乡铁岗水库桃花源科技创新园C栋公共检测中心1楼 贸易保障检测、消费品测试、工业品测试和生命科学检测业务。
300013 新宁物流 深市 创业板 2009-10-30 NAN 江苏新宁现代物流股份有限公司 江苏省昆山市张浦镇阳光西路760号 以电子元器件保税仓储为核心
300014 亿纬锂能 深市 创业板 2009-10-30 NAN 惠州亿纬锂能股份有限公司 广东省惠州市仲恺高新区惠风七路36号 为锂电池产品的设计开发与生产经营。
300015 爱尔眼科 深市 创业板 2009-10-30 NAN 爱尔眼科医院集团股份有限公司 湖南省长沙市芙蓉中路二段198号新世纪城4楼 向患者提供各种眼科疾病的诊断、治疗及医学验光配镜等眼科医疗服务。
300016 北陆药业 深市 创业板 2009-10-30 NAN 北京北陆药业股份有限公司 北京市海淀区西直门北大街32号枫蓝国际写字楼A座7层 药品生产以及药品经销。
300017 网宿科技 深市 创业板 2009-10-30 NAN 网宿科技股份有限公司 上海市徐汇区斜土路2899号光启文化广场A幢5楼 互联网业务平台综合服务
300018 中元股份 深市 创业板 2009-10-30 NAN 武汉中元华电科技股份有限公司 湖北省武汉市东湖新技术开发区华中科技大学科技园六路6号 电力系统智能化记录分析和时间同步相关产品的研发、制造、销售和服务。
300019 硅宝科技 深市 创业板 2009-10-30 NAN 成都硅宝科技股份有限公司 四川省成都市高新区新园大道16号 有机硅室温硫化硅橡胶胶及制胶专用生产设备的自主研发、生产和销售
300020 银江股份 深市 创业板 2009-10-30 NAN 银江股份有限公司 浙江省杭州市西湖区西湖经济科技园西园八路2号G座 向交通、医疗、建筑等行业用户提供智能化技术应用服务
300021 大禹节水 深市 创业板 2009-10-30 NAN 大禹节水集团股份有限公司 甘肃省酒泉市解放路290号 节水灌溉材料的研发、制造、销售与节水灌溉工程的设计、施工、服务
300022 吉峰农机 深市 创业板 2009-10-30 NAN 吉峰农机连锁股份有限公司 四川省成都市郫县现代工业港北部园区港通北二路219号 传统农机、载货汽车、农用工程机械、通用机电产品等现代农业装备的销售与售前售后服务。
300023 宝德股份 深市 创业板 2009-10-30 NAN 西安宝德自动化股份有限公司 陕西省西安市高新区草堂科技产业基地秦岭大道西付6号 石油钻采设备电控自动化产品的研发、设计、制造、销售、服务及系统集成
300024 机器人 深市 创业板 2009-10-30 NAN 沈阳新松机器人自动化股份有限公司 辽宁省沈阳市浑南新区金辉街16号 从事工业机器人、物流与仓储自动化成套装备、自动化装配与检测生产线及系统集成、交通自动化系统等产品的设计、制造和销售。
300025 华星创业 深市 创业板 2009-10-30 NAN 杭州华星创业通信技术股份有限公司 浙江省杭州市滨江区聚才路500号 主要提供移动通信技术服务及研发、生产、销售测试优化系统。
300026 红日药业 深市 创业板 2009-10-30 NAN 天津红日药业股份有限公司 天津市新技术产业园区武清开发区泉发路西 主要从事中药以及西药的研发、生产和销售
300027 华谊兄弟 深市 创业板 2009-10-30 NAN 华谊兄弟传媒股份有限公司 北京市朝阳区新源南路甲2号华谊兄弟办公大楼 主要从事电影的制作、发行及衍生业务;电视剧的制作、发行及衍生业务;艺人经纪服务及相关服务业务。主要产品包括电影、电视剧。音乐的创作、发行及衍生业务
300028 金亚科技 深市 创业板 2009-10-30 NAN 金亚科技股份有限公司 四川省成都市蜀西路50号 数字电视系统前后端软件、硬件的研发、生产与销售
300029 天龙光电 深市 创业板 2009-12-25 NAN 江苏华盛天龙光电设备股份有限公司 江苏省常州市金坛经济开发区华城路318号 主要从事单晶硅生长炉、单晶硅切割机、单晶硅切方滚磨机等的生产和销售。
300030 阳普医疗 深市 创业板 2009-12-25 NAN 广州阳普医疗科技股份有限公司 广东省广州市经济技术开发区科学城开源大道102号 为临床检验实验室与临床护理提供以专业解决方案为依托的技术、产品和服务。
300031 宝通科技 深市 创业板 2009-12-25 NAN 无锡宝通科技股份有限公司 江苏省无锡市新区张公路19号 代理国内游戏的海外发行和运营服务
300032 金龙机电 深市 创业板 2009-12-25 NAN 金龙机电股份有限公司 浙江省温州市乐清市北白象镇进港大道边金龙科技园 微特电机(直径4-7mm)的研发、生产和销售等业务。
300033 同花顺 深市 创业板 2009-12-25 NAN 浙江核新同花顺网络信息股份有限公司 浙江省杭州市余杭区五常街道同顺街18号 为国内资本市场提供金融资讯、数据分析和软件系统服务。业务内容主要包括网上行情交易系统的开发和维护、金融资讯及数据服务、手机金融信息服务等。
300034 钢研高纳 深市 创业板 2009-12-25 NAN 北京钢研高纳科技股份有限公司 北京市海淀区大柳树南村19号 铸造高温合金制品、变形高温合金制品和新型高温合金材料及制品的生产、销售。
300035 中科电气 深市 创业板 2009-12-25 NAN 湖南中科电气股份有限公司 湖南省岳阳市经济技术开发区岳阳大道中科工业园 主要从事工业磁力应用技术和产品的研发、生产、销售和服务。
300036 超图软件 深市 创业板 2009-12-25 NAN 北京超图软件股份有限公司 北京市朝阳区酒仙桥北路甲10号电子城IT产业园107号楼六层 研发地理信息系统基础平台软件、应用平台软件
300037 新宙邦 深市 创业板 2010-01-08 NAN 深圳新宙邦科技股份有限公司 广东省深圳市坪山新区沙?同富裕工业区 新型电子化学品的研发、生产和销售;主要产品有电容器化学品和锂电池化学品两大系列
300038 梅泰诺 深市 创业板 2010-01-08 NAN 北京梅泰诺通信技术股份有限公司 北京市海淀区花园东路15号旷怡大厦7-8层 各类通信塔
300039 上海凯宝 深市 创业板 2010-01-08 NAN 上海凯宝药业股份有限公司 上海市工业综合开发区程普路88号 清热解毒类中成药痰热清注射液的研发、生产和销售。
300040 九洲电气 深市 创业板 2010-01-08 NAN 哈尔滨九洲电气股份有限公司 黑龙江省哈尔滨市松北区九洲路609号 电力电子成套设备及其配套的电控自动化产品的研发、制造、销售和服务。
300041 回天新材 深市 创业板 2010-01-08 NAN 湖北回天新材料股份有限公司 湖北省襄樊市国家高新技术开发区航天路7号 胶粘剂、汽车制动液等精细化工产品的研究开发和生产销售。
300042 朗科科技 深市 创业板 2010-01-08 NAN 深圳市朗科科技股份有限公司 广东省深圳市南山区高新区南区高新南六道10号朗科大厦16 18
300043 星辉娱乐 深市 创业板 2010-01-20 NAN 星辉互动娱乐股份有限公司 广东省广州市天河区珠江新城华夏路16号富力盈凯广场49楼 车模、玩具车及其他玩具的研发、生产和销售
300044 赛为智能 深市 创业板 2010-01-20 NAN 深圳市赛为智能股份有限公司 广东省深圳市南山区高新区科技中二路软件园2号楼3楼 主要为水利行业、城市轨道交通行业、建筑行业、铁路行业提供智能化系统解决方案。
300045 华力创通 深市 创业板 2010-01-20 NAN 北京华力创通科技股份有限公司 北京市海淀区东北旺西路8号院乙18号楼 基于计算机技术的仿真测试系统及其相关设备的研发、生产和销售。
300046 台基股份 深市 创业板 2010-01-20 NAN 湖北台基半导体股份有限公司 湖北省襄阳市襄城区胜利街162号 大功率半导体器件的生产、销售。
300047 天源迪科 深市 创业板 2010-01-20 NAN 深圳天源迪科信息技术股份有限公司 广东省深圳市南山区粤海街道高新区南区市高新技术工业村T3栋B3楼 计算机软、硬件产品的开发、销售、咨询及服务
300048 合康新能 深市 创业板 2010-01-20 NAN 北京合康新能科技股份有限公司 北京市经济技术开发区博兴二路3号 节能设备高端制造业、节能环保项目建设及运营产业、新能源汽车总成配套及运营产业
300049 福瑞股份 深市 创业板 2010-01-20 NAN 内蒙古福瑞医疗科技股份有限公司 北京市朝阳区新源里16号琨莎中心2座7层 药品生产与销售、诊断设备研发与销售以及O2O重度垂直慢性肝病管理医疗服务业务。
300050 世纪鼎利 深市 创业板 2010-01-20 NAN 珠海世纪鼎利科技股份有限公司 广东省珠海市港湾大道科技五路8号一层 移动通信网络优化系统研发、生产、销售和移动通信网优服务业务。
300051 三五互联 深市 创业板 2010-02-11 NAN 厦门三五互联科技股份有限公司 福建省厦门市火炬高新技术产业开发区软件园二期观日路8号 由企业邮箱、网站建设、网络域名及移动电子商务构成。
300052 中青宝 深市 创业板 2010-02-11 NAN 深圳中青宝互动网络股份有限公司 广东省深圳市南山区科技园南区高新南四道W1B栋4楼 MMORPG、网页游戏、手机游戏
300053 欧比特 深市 创业板 2010-02-11 NAN 珠海欧比特控制工程股份有限公司 广东省珠海市唐家东岸白沙路1号欧比特科技园 电子信息。
300054 鼎龙股份 深市 创业板 2010-02-11 NAN 湖北鼎龙控股股份有限公司 湖北省武汉市经济技术开发区东荆河路1号 从事电子成像显像专用信息化学品的研发、生产和销售及相关贸易业务。
300055 万邦达 深市 创业板 2010-02-26 NAN 北京万邦达环保技术股份有限公司 北京市海淀区新街口外大街19号京师大厦9325室 为煤化工、石油化工、电力等下游行业大型项目提供工业水处理系统全方位、全寿命周期专业服务;对给水、排水、中水回用及水处理系统运营整体统筹
300056 三维丝 深市 创业板 2010-02-26 NAN 厦门三维丝环保股份有限公司 福建省厦门市火炬高新区(翔安)产业区春光路1178-1188号 袋式除尘器核心部件高性能高温滤料的研发、生产和销售。
300057 万顺股份 深市 创业板 2010-02-26 NAN 汕头万顺包装材料股份有限公司 广东省汕头市汕头保税区万顺工业园 环保生态型纸制品印刷材料和高精度铝箔包装材料的研发、生产和销售。
300058 蓝色光标 深市 创业板 2010-02-26 NAN 北京蓝色光标品牌管理顾问股份有限公司 北京市朝阳区酒仙桥北路9号恒通国际创新园C9楼 为企业提供品牌管理服务。
300059 东方财富 深市 创业板 2010-03-19 NAN 东方财富信息股份有限公司 上海市徐汇区宛平南路88号金座 金融数据服务、广告业务服务、金融电子商务服务。
300061 康耐特 深市 创业板 2010-03-19 NAN 上海康耐特光学股份有限公司 上海市浦东新区川大路555号 树脂镜片及镜片相关产品的研发、生产和销售。
300062 中能电气 深市 创业板 2010-03-19 NAN 中能电气股份有限公司 福建省福清市融侨经济技术开发区(宏路街道周店村) 公司集研发设计制造于一体
300063 天龙集团 深市 创业板 2010-03-26 NAN 广东天龙油墨集团股份有限公司 广东省肇庆市金渡工业园内 水性油墨的研发、生产和销售。
300064 豫金刚石 深市 创业板 2010-03-26 NAN 郑州华晶金刚石股份有限公司 河南省郑州市高新开发区长椿路23号郑州高新企业加速器产业园C5-1/2楼 人造金刚石及其原辅材料的研发、生产和销售
300065 海兰信 深市 创业板 2010-03-26 NAN 北京海兰信数据科技股份有限公司 北京市海淀区中关村东路1号清华科技园科技大厦C座1902室 航海电子科技领域
300066 三川智慧 深市 创业板 2010-03-26 NAN 三川智慧科技股份有限公司 江西省鹰潭市高新区龙岗片区三川水工产业园 各种水表产品的研发、生产和销售。
300067 安诺其 深市 创业板 2010-04-21 NAN 上海安诺其集团股份有限公司 上海市青浦工业园区崧华路881号 从事新型纺织染料的研发、生产、销售及相关技术服务。
300068 南都电源 深市 创业板 2010-04-21 NAN 浙江南都电源动力股份有限公司 浙江省杭州市文二西路822号 化学电源、新能源储能产品的研究、开发、制造和销售
300069 金利华电 深市 创业板 2010-04-21 NAN 浙江金利华电气股份有限公司 浙江省金华市金东经济开发区傅村镇华丰东路1088号 绝缘子(包括玻璃绝缘子、陶瓷绝缘子和复合绝缘子等)、高低压电器开关、插座、电线、电缆、电力金具器材生产、销售。
300070 碧水源 深市 创业板 2010-04-21 NAN 北京碧水源科技股份有限公司 北京市海淀区生命科学园路23-2碧水源大厦 污水处理与污水资源化技术开发、应用。
300071 华谊嘉信 深市 创业板 2010-04-21 NAN 北京华谊嘉信整合营销顾问集团股份有限公司 北京市朝阳区广渠路3号竞园文化艺术产业区39B 终端营销服务、活动营销服务和其他营销服务。
300072 三聚环保 深市 创业板 2010-04-27 NAN 北京三聚环保新材料股份有限公司 北京市海淀区人大北路33号1号楼大行基业大厦9层 脱硫净化剂、脱硫催化剂、其他净化剂产品、特种催化剂材料及催化剂的生产和销售;脱硫净化剂、脱硫催化剂的中试及工业放大。
300073 当升科技 深市 创业板 2010-04-27 NAN 北京当升材料科技股份有限公司 北京市丰台区南四环西路188号总部基地18区21号 主要从事钴酸锂、多元材料及锰酸锂等小型锂电、动力锂电正极材料的研发、生产和销售业务.
300074 华平股份 深市 创业板 2010-04-27 NAN 华平信息技术股份有限公司 上海市杨浦区国权北路1688弄A6座 公司从事基于IP网络的多媒体通信系统的研究、开发、销售和技术服务
300075 数字政通 深市 创业板 2010-04-27 NAN 北京数字政通科技股份有限公司 北京市海淀区中关村软件园9号楼国际软件大厦三区101室 从事基于GIS应用的电子政务平台的开发和推广工作
300076 GQY视讯 深市 创业板 2010-04-30 NAN 宁波GQY视讯股份有限公司 上海市黄浦区龙华东路818号海外滩中心A座19F 高科技视讯产品的研发、生产和销售以及应用解决方案的提供
300077 国民技术 深市 创业板 2010-04-30 NAN 国民技术股份有限公司 广东省深圳市南山区高新南区粤兴三道9号华中科技大学产学研基地A座2-7层 安全芯片和通讯芯片产品及解决方案的开发和销售。
300078 思创医惠 深市 创业板 2010-04-30 NAN 思创医惠科技股份有限公司 浙江省杭州市莫干山路1418-48号 电子商品防盗系统产品的研发、生产和销售。
300079 数码视讯 深市 创业板 2010-04-30 NAN 北京数码视讯科技股份有限公司 北京市海淀区上地信息产业基地开拓路15号1幢 数字电视软硬件产品的研发、生产、销售和技术服务业务。
300080 易成新能 深市 创业板 2010-06-25 NAN 河南易成新能源股份有限公司 河南省开封市精细化工产业园区 晶硅片切割刃料的生产和销售
300081 恒信移动 深市 创业板 2010-05-20 NAN 恒信移动商务股份有限公司 河北省石家庄市建设南大街80号恒辉商务大厦 主要从事移动信息产品的销售与服务
300082 奥克股份 深市 创业板 2010-05-20 NAN 辽宁奥克化学股份有限公司 辽宁省辽阳市宏伟区万和七路38号 主要生产聚乙二醇、聚醚、化工助剂和销售化工产品(环氧乙烷、烯丙醇、苯酚凭许可证经营至2013年11月9日
300083 劲胜精密 深市 创业板 2010-05-20 NAN 东莞劲胜精密组件股份有限公司 广东省东莞市长安镇上角村 生产和销售塑胶制品、塑胶五金模具、精冲模、精密型腔模、模具标准件。
300084 海默科技 深市 创业板 2010-05-20 NAN 海默科技(集团)股份有限公司 甘肃省兰州市城关区张苏滩593号 多相流量计的研发、生产、销售和售后技术服务
300085 银之杰 深市 创业板 2010-05-26 NAN 深圳市银之杰科技股份有限公司 广东省深圳市福田区天安数码城天祥大厦AB座10A 为银行等金融行业客户提供与支付结算、风险防控、业务流程再造、自助服务等业务相关的软件产品、软件开发、金融专用设备、技术服务并提供相应的系统集成。
300086 康芝药业 深市 创业板 2010-05-26 NAN 康芝药业股份有限公司 海南省海口市国家高新技术产业开发区药谷工业园药谷三路6号 儿童用药的研发、生产和销售
300087 荃银高科 深市 创业板 2010-05-26 NAN 安徽荃银高科种业股份有限公司 安徽省合肥市高新区创新大道98号 高产、优质杂交水稻种子研发、繁育、推广及服务。
300088 长信科技 深市 创业板 2010-05-26 NAN 芜湖长信科技股份有限公司 安徽省芜湖市经济技术开发区汽经二路以东 从事平板显示真空薄膜材料的研发、生产、销售和服务
300089 文化长城 深市 创业板 2010-06-25 NAN 广东文化长城集团股份有限公司 广东省潮州市枫溪区蔡陇大道 主要从事业务为艺术陶瓷的研发设计、生产和销售
300090 盛运环保 深市 创业板 2010-06-25 NAN 安徽盛运环保(集团)股份有限公司 安徽省桐城市经济开发区新东环路 输送机械以及干法脱硫除尘一体化尾气净化处理设备产品的销售。
300091 金通灵 深市 创业板 2010-06-25 NAN 江苏金通灵流体机械科技股份有限公司 江苏省南通市钟秀中路135号 钢铁冶炼、有色冶炼、火力发电、新型干法水泥、石油化工、污水处理、焦化、核电、余热回收。
300092 科新机电 深市 创业板 2010-07-08 NAN 四川科新机电股份有限公司 四川省什邡市经济开发区沱江路西段21号 管道制造和压力容器制造。
300093 金刚玻璃 深市 创业板 2010-07-08 NAN 广东金刚玻璃科技股份有限公司 广东省汕头市大学路叠金工业区 本公司主要从事特种玻璃产品的研发、生产和销售。
300094 国联水产 深市 创业板 2010-07-08 NAN 湛江国联水产开发股份有限公司 广东省湛江市开发区平乐工业区永平南路 对虾和罗非鱼种苗、水产饲料、初加工产品及深加工食品等。其中对虾及罗非鱼种苗、水产饲料主要销售给本公司备案养殖户
300095 华伍股份 深市 创业板 2010-07-28 NAN 江西华伍制动器股份有限公司 江西省宜春市丰城市高新技术产业园区火炬大道26号 从事工业制动器及其控制系统的研发、设计、制造和销售。制动器是使机械中的运动件停止或减速的传动部件
300096 易联众 深市 创业板 2010-07-28 NAN 易联众信息技术股份有限公司 福建省厦门市软件园二期观日路18号502室 公司长期专注于民生行业软件技术及服务的研究、开发、应用和推广工作
300097 智云股份 深市 创业板 2010-07-28 NAN 大连智云自动化装备股份有限公司 辽宁省大连市甘井子区营日路32号-1 自动化制造工艺系统研发及系统集成;自动化装备的研发、设计、制造、技术咨询及技术服务;国内一般贸易、货物、技术进出口、代理进出口业务(法律、法规禁止的项目除外;法律、法规限制的项目取得许可证后方可经营)
300098 高新兴 深市 创业板 2010-07-28 NAN 高新兴科技集团股份有限公司 广东省广州市黄埔区科学城开创大道2819号 通信基站/机房运维综合管理服务系统的研发、生产、销售和服务。公司是通信基站/机房运维综合管理服务系统的产品供应商
300099 精准信息 深市 创业板 2010-08-06 NAN 尤洛卡精准信息工程股份有限公司 山东省泰安市高新区凤祥路以西规划支路以北 为矿井地质灾害(顶板冒落、水灾、火灾)、煤与瓦斯突出监测装备的研发与生产;矿用化学注浆材料的研发、生产、施工;矿井地质灾害防治技术咨询与服务。
300100 双林股份 深市 创业板 2010-08-06 NAN 宁波双林汽车部件股份有限公司 浙江省宁波市宁海县西店潢溪口 汽车零部件的生产与销售。
300101 振芯科技 深市 创业板 2010-08-06 NAN 成都振芯科技股份有限公司 四川省成都市高新区高朋大道1号 公司围绕北斗卫星导航应用的“元器件-终端-系统”产业链提供产品和服务
300102 乾照光电 深市 创业板 2010-08-12 NAN 厦门乾照光电股份有限公司 福建省厦门市火炬高新区(翔安)产业区翔天路259-269号 公司从事半导体光电产品的研发、生产和销售业务
300103 达刚路机 深市 创业板 2010-08-12 NAN 西安达刚路面机械股份有限公司 陕西省西安市高新区毕原三路10号 沥青加热、存储、运输设备
300104 乐视网 深市 创业板 2010-08-12 NAN 乐视网信息技术(北京)股份有限公司 北京市朝阳区姚家园路105号院3号楼乐视大厦 提供网络视频服务及视频平台增值服务。
300105 龙源技术 深市 创业板 2010-08-20 NAN 烟台龙源电力技术股份有限公司 山东省烟台市经济技术开发区白云山路 等离子产品、微油点火系统产品、低氮燃烧产品以及锅炉余热利用产品。
300106 西部牧业 深市 创业板 2010-08-20 NAN 新疆西部牧业股份有限公司 新疆维吾尔自治区石河子市北三东路29号 以生鲜乳收购与销售为主
300107 建新股份 深市 创业板 2010-08-20 NAN 河北建新化工股份有限公司 河北省沧州市清池南大道建新大厦8楼 苯系中间体产品的生产与销售
300108 双龙股份 深市 创业板 2010-08-25 NAN 通化双龙化工股份有限公司 吉林省通化市二道江区铁厂镇 高分散白炭黑的研发、生产和销售。
300109 新开源 深市 创业板 2010-08-25 NAN 博爱新开源制药股份有限公司 河南省焦作市博爱县文化路(东段)1888号 经营药用辅料、聚乙烯吡咯烷酮系列产品及乙烯基甲醚/马来酸酐聚合物产品
300110 华仁药业 深市 创业板 2010-08-25 NAN 华仁药业股份有限公司 山东省青岛市高科技工业园株洲路187号 非PVC大输液产品的研发设计、生产和销售。
300111 向日葵 深市 创业板 2010-08-27 NAN 浙江向日葵光能科技股份有限公司 浙江省绍兴市袍江工业区三江路 主要从事生产、销售大规格的高效晶体硅太阳能电池业务。
300112 万讯自控 深市 创业板 2010-08-27 NAN 深圳万讯自控股份有限公司 广东省深圳市南山区高新技术产业园北区三号路万讯自控大楼1-6层 工业自动化仪器仪表的研发、生产与销售业务。
300113 顺网科技 深市 创业板 2010-08-27 NAN 杭州顺网科技股份有限公司 浙江省杭州市西湖区文一西路857号杭州智慧产业创业园A座 互联网娱乐平台的设计、推广、网络广告推广及互联网增值服务相关业务。
300114 中航电测 深市 创业板 2010-08-27 NAN 中航电测仪器股份有限公司 陕西省西安市高新技术产业开发区西部大道166号 以应变计、传感器、称重仪表等电测产品为核心。
300115 长盈精密 深市 创业板 2010-09-02 NAN 深圳市长盈精密技术股份有限公司 广东省深圳市宝安区福永镇桥头富桥工业三区11栋 处于为手机及移动通信终端产品企业提供精密电子零组件的电子元器件行业
300116 坚瑞沃能 深市 创业板 2010-09-02 NAN 陕西坚瑞沃能股份有限公司 陕西省西安市高新区科技二路65号清扬大厦A座8层 S型气溶胶灭火系统的研发、生产、销售和服务
300117 嘉寓股份 深市 创业板 2010-09-02 NAN 北京嘉寓门窗幕墙股份有限公司 北京市顺义区牛栏山牛富路1号 节能门窗幕墙的研发设计、生产加工、安装及服务。
300118 东方日升 深市 创业板 2010-09-02 NAN 东方日升新能源股份有限公司 浙江省宁波市宁海县梅林镇塔山工业园区 从事太阳能电池片、太阳能电池组件以及太阳能灯具等太阳能光伏产品的研发、生产和销售。
300119 瑞普生物 深市 创业板 2010-09-17 NAN 天津瑞普生物技术股份有限公司 天津市空港经济区东九道1号 兽用生物制品和兽用制剂研发、生产、销售和技术服务。
300120 经纬电材 深市 创业板 2010-09-17 NAN 天津经纬电材股份有限公司 天津市津南区小站工业区创新道1号 电磁线的设计、研发、生产和销售
300121 阳谷华泰 深市 创业板 2010-09-17 NAN 山东阳谷华泰化工股份有限公司 山东省聊城市阳谷县清河西路217号 橡胶助剂的研发、生产、销售
300122 智飞生物 深市 创业板 2010-09-28 NAN 重庆智飞生物制品股份有限公司 重庆市江北区金源路7号25层 疫苗、生物制品的研发、生产和销售。
300123 太阳鸟 深市 创业板 2010-09-28 NAN 太阳鸟游艇股份有限公司 湖南省沅江市游艇工业园 复合材料船艇的设计、研发、生产、销售及服务。
300124 汇川技术 深市 创业板 2010-09-28 NAN 深圳市汇川技术股份有限公司 广东省深圳市宝安区新安街道留仙二路鸿威工业园E栋厂房1 2
300125 易世达 深市 创业板 2010-10-13 NAN 大连易世达新能源发展股份有限公司 辽宁省大连市高新技术产业园区火炬路32号B座18-20层 余热发电技术服务、工程设计、设备成套、工程总承包以及合同能源管理。
300126 锐奇股份 深市 创业板 2010-10-13 NAN 锐奇控股股份有限公司 上海市松江区新桥镇新茸路5号 主要从事高等级专业电动工具的研发、生产和销售。
300127 银河磁体 深市 创业板 2010-10-13 NAN 成都银河磁体股份有限公司 四川省成都市高新区西区百草路6号 专业从事粘结钕铁硼磁体元件及部件的研发、设计、生产和销售
300128 锦富技术 深市 创业板 2010-10-13 NAN 苏州锦富技术股份有限公司 江苏省苏州市工业园区金鸡湖大道99号苏州纳米城西北区20幢318室 各类光电显示薄膜器件
300129 泰胜风能 深市 创业板 2010-10-19 NAN 上海泰胜风能装备股份有限公司 上海市金山区卫清东路1988号 主要从事风机塔架设备经营业务
300130 新国都 深市 创业板 2010-10-19 NAN 深圳市新国都技术股份有限公司 广东省深圳市福田区深南路车公庙工业区泰然劲松大厦17A 生产、研发、销售、租赁银行卡电子支付终端(POS)机。
300131 英唐智控 深市 创业板 2010-10-19 NAN 深圳市英唐智能控制股份有限公司 广东省深圳市南山区高新技术产业园高新南五道英唐大厦五楼 主要从事电子智能控制器的研发、生产和销售
300132 青松股份 深市 创业板 2010-10-26 NAN 福建青松股份有限公司 福建省南平市建阳区回瑶工业园区 松节油深加工系列产品的研发、生产与销售。
300133 华策影视 深市 创业板 2010-10-26 NAN 浙江华策影视股份有限公司 浙江省杭州市文二西路683号西溪创意产业园C-C座 为影视娱乐内容提供、运营
300134 大富科技 深市 创业板 2010-10-26 NAN 深圳市大富科技股份有限公司 广东省深圳市宝安区沙井街道蚝乡路沙井工业公司第三工业区A2 移动通信基站射频产品、智能终端产品、汽车零部件的研发、生产和销售
300135 宝利国际 深市 创业板 2010-10-26 NAN 江苏宝利国际投资股份有限公司 江苏省江阴市云亭镇工业园区澄杨路502号 高等级公路新材料的研发、生产和销售。
300136 信维通信 深市 创业板 2010-11-05 NAN 深圳市信维通信股份有限公司 广东省深圳市宝安区沙井街道西环路1013号A B栋
300137 先河环保 深市 创业板 2010-11-05 NAN 河北先河环保科技股份有限公司 河北省石家庄市湘江道251号 空气质量连续自动监测系统、水质连续自动监测系统、污水在线自动监测系统、烟气在线自动监测系统、酸雨连续自动监测系统等五大监测系统以及数字应急监测车的研制、生产、销售。
300138 晨光生物 深市 创业板 2010-11-05 NAN 晨光生物科技集团股份有限公司 河北省邯郸市曲周县城晨光路1号 天然色素、天然香辛料提取物和精油、天然营养及药用提取物、油脂和蛋白等四大类产品的生产及销售
300139 晓程科技 深市 创业板 2010-11-12 NAN 北京晓程科技股份有限公司 北京市海淀区西三环北路87号国际财经中心D座503 集成电路设计及应用
300140 中环装备 深市 创业板 2010-11-12 NAN 中节能环保装备股份有限公司 陕西省西安市经济技术开发区凤城十二路98号 从事变压器专用设备及组件的设计、开发、制造、销售、服务。
300141 和顺电气 深市 创业板 2010-11-12 NAN 苏州工业园区和顺电气股份有限公司 江苏省苏州市工业园区和顺路8号 电力成套设备及电力电子设备的制造和销售。
300142 沃森生物 深市 创业板 2010-11-12 NAN 云南沃森生物技术股份有限公司 云南省昆明市高新区科园路99号鼎易天城9栋A座19楼 疫苗产品的研发、生产、销售。
300143 星河生物 深市 创业板 2010-12-09 NAN 广东星河生物科技股份有限公司 广东省东莞市塘厦镇蛟坪大道83号 鲜品食用菌的研发、生产和销售
300144 宋城演艺 深市 创业板 2010-12-09 NAN 宋城演艺发展股份有限公司 浙江省杭州市之江路148号 主题公园和旅游文化演艺的投资、开发和经营。
300145 中金环境 深市 创业板 2010-12-09 NAN 南方中金环境股份有限公司 浙江省杭州市余杭区仁和街道仁河大道46号 为水泵的制造。
